"","nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"2807140","nm1196684","Paul Tibbitt","1968","\N","producer,writer,art_department","tt2279373,tt0206512,tt0345950,tt0117705"
"2807857","nm1196755","Marc Turtletaub","1946","\N","producer,director,writer","tt4669986,tt8637428,tt1862079,tt0449059"
"2813181","nm1197318","Ted Koland","\N","\N","writer,producer,director","tt0897330,tt0787407,tt1885300,tt0298408"
"2814895","nm1197497","Marc Small","\N","\N","actor,writer,director","tt2543484,tt1986953,tt3137546,tt0118363"
"2819351","nm1197971","Marcus Nispel","1963","\N","director,producer,writer","tt0446013,tt0324216,tt0758746,tt0816462"
"2823871","nm1198436","Phil Lorin","\N","\N","writer,director,actor","tt3623618,tt0317219,tt8456190,tt1520978"
"2824703","nm1198528","Doug Moench","1948","\N","writer,actor,miscellaneous","tt1641384,tt10803844,tt7451284,tt10234724"
"2826886","nm11987532","Sheikh Al-Habib","\N","\N","writer","tt13097336"
"2830255","nm1199107","Zach Cregger","1981","\N","actor,producer,writer","tt2281583,tt0840979,tt4168956,tt14035948"
"2832554","nm1199351","Marc Haimes","1971","\N","miscellaneous,writer,producer","tt0120912,tt0418279,tt0386140,tt4302938"
"2838252","nm1199954","Jeff Renfroe","\N","\N","director,assistant_director,producer","tt5583512,tt0446298,tt1160996,tt0317042"
"2849043","nm1201058","Kerry Williamson","\N","\N","writer,producer,miscellaneous","tt9660182,tt1712170,tt0233469,tt1536537"
"2852093","nm12013810","Satyadev Janga","\N","\N","writer","tt13349716"
"2855194","nm1201710","Ron Anderson","\N","\N","writer,actor","tt0301454,tt0371606,tt0892700,tt0814022"
"2855235","nm1201715","Eric Garcia","1972","\N","writer,producer","tt0325805,tt15438246,tt3289956,tt1053424"
"2855533","nm1201747","Ashim Ahluwalia","1972","\N","director,editor,writer","tt0478176,tt6926486,tt11379478,tt1629715"
"2856797","nm1201875","Géla Babluani","1979","\N","director,writer,editor","tt0798817,tt0475169,tt15540280,tt0498134"
"2858710","nm1202074","Joyce Brabner","1952","\N","actress,writer","tt0305206,tt3899932"
"2859796","nm1202191","Massimo Carlotto","1956","\N","writer","tt1565773,tt3678782,tt0325011,tt2542502"
"2860626","nm1202276","Tina Gordon","\N","\N","writer,producer,director","tt0466856,tt7634968,tt8085790,tt0303933"
"2864149","nm12026427","Steven Klein","\N","\N","writer","tt0117420"
"2866052","nm1202838","Noah Haidle","\N","\N","writer,actor,editorial_department","tt1556939,tt0325514,tt1389096,tt7375404"
"2866943","nm1202932","Megan Holley","\N","\N","writer,editor,director","tt2637372,tt2234475,tt0862846,tt0326177"
"2867747","nm1203013","Hang-jun Jang","1969","\N","actor,writer,director","tt13236180,tt7057496,tt10098290,tt0376531"
"2868942","nm1203138","Kabir Khan","\N","\N","director,producer,writer","tt2016894,tt7518786,tt3863552,tt0770214"
"2875102","nm1203781","Jeong-woo Park","\N","\N","writer,director,assistant_director","tt2173024,tt1135774,tt0400209,tt6302160"
"2881408","nm1204442","Nicholas Tomnay","\N","\N","director,editor,producer","tt0464878,tt1334553,tt0325579"
"2882573","nm1204568","David Von Ancken","1964","2021","producer,director,writer","tt7861612,tt6461824,tt0325129,tt0479537"
"2884798","nm1204790","Sacha Bennett","1971","\N","actor,director,writer","tt1540400,tt0848581,tt1042570,tt2175669"
"2896419","nm1206007","Nicholas Griffin","\N","\N","writer,script_department","tt1493239,tt0364941,tt3982576,tt0325805"
"2899735","nm1206356","Jeetu Arora","\N","\N","director,assistant_director,actor","tt4107858,tt0435390,tt1900118,tt5872906"
"2904562","nm1206844","Drew Goddard","1975","\N","producer,writer,miscellaneous","tt3659388,tt1259521,tt0411008,tt6628394"
"2914927","nm1207904","Samuel Bayer","1962","\N","director,cinematographer,writer","tt3653606,tt1179056"
"2919316","nm12083639","Ingrid Terhorst","\N","\N","writer","tt10394738"
"2921134","nm1208548","Andre Sikojev","\N","\N","producer,writer","tt0476240,tt12728216,tt0308353,tt0393597"
"2921691","nm1208603","Kyle Pennekamp","\N","\N","writer,sound_department,miscellaneous","tt2967246,tt0880572,tt9701870,tt1468846"
"2926763","nm1209132","Shiraz Ahmed","\N","\N","writer,actor","tt0418460,tt7431594,tt1017456,tt0366630"
"2926835","nm1209140","Mikko Alanne","1972","\N","writer,producer,miscellaneous","tt2006295,tt2337280,tt1389098,tt1210820"
"2934405","nm1209925","Chad Hodge","\N","\N","writer,producer,director","tt14315756,tt1595654,tt2618986,tt4855114"
"2936337","nm1210118","Ho-Leung Lau","\N","\N","writer,director,actor","tt1055300,tt4533838,tt9877138,tt4379728"
"2939264","nm1210422","Wai Lun Ng","\N","\N","writer,assistant_director,miscellaneous","tt5112622,tt2063011,tt1535492,tt3003668"
"2941371","nm1210638","Sven Regener","1961","\N","writer,soundtrack,music_department","tt0322545,tt2352394,tt5645006,tt1794772"
"2944313","nm12109380","Alok Jha","\N","\N","writer","tt2283748,tt7838252"
"2944314","nm12109381","Pranay Vivek Patil","\N","\N","writer","tt7838252,tt2283748"
"2944538","nm1210960","Nidhi Tuli","\N","\N","producer,director,writer","tt7980950,tt0151150,tt1166100,tt9679946"
"2951660","nm12117035","Sumeet Bishnoi","\N","\N","writer","tt10366052,tt11713502,tt7222902,tt13971004"
"2954757","nm1212017","Garth Ennis","1970","\N","writer,producer,director","tt1190634,tt5016504,tt13171756,tt0360486"
"2954954","nm1212040","Michael M. Scott","\N","\N","director,producer,writer","tt1765510,tt2871832,tt10183816,tt2256703"
"2957722","nm1212328","Michael Fry","\N","\N","writer,producer,director","tt4823832,tt0327084,tt0279740,tt4065108"
"2957753","nm1212331","Dennis Lehane","1965","\N","writer,producer,actor","tt1600196,tt1130884,tt2361317,tt0327056"
"2960710","nm1212643","Edmonde Charles-Roux","1920","2016","writer","tt3577498,tt1035736,tt7818114,tt0099430"
"2963265","nm1212903","Benedek Fliegauf","1974","\N","director,writer,producer","tt2180335,tt0398013,tt3876860,tt1216520"
"2964029","nm1212988","Dean Georgaris","\N","\N","writer,producer","tt0375154,tt0338337,tt4779682,tt0368008"
"2964406","nm1213025","Michael Gougis","\N","\N","writer","tt0326769,tt1090692"
"2967749","nm1213375","T. Lewis","\N","\N","writer,miscellaneous","tt0318220,tt0476579,tt0327084,tt0362490"
"2969326","nm1213539","Adam Minarovich","1977","\N","actor,writer,producer","tt1544578,tt1520211,tt1741243,tt2183404"
"2969823","nm12135964","Nelson Dilipkumar","\N","\N","director,writer","tt15654770,tt11301946,tt11374902,tt7986222"
"2970872","nm1213712","Matthew Parkhill","\N","\N","writer,producer,director","tt4785472,tt1525890,tt0326835,tt2397255"
"2973330","nm1213974","Stuart Sender","\N","\N","producer,director,writer","tt1778265,tt9046568,tt0316013,tt1606389"
"2973660","nm1214007","Hampton Sides","1962","\N","miscellaneous,writer,producer","tt0165001,tt0326905,tt6549848,tt7212282"
"2981784","nm1214880","Kenichi Iwao","\N","\N","writer,miscellaneous,director","tt0413982,tt0190703,tt0262673,tt1174954"
"2984524","nm1215164","Doug Miro","\N","\N","writer,producer","tt0815245,tt0963966,tt0473075,tt2034800"
"2992574","nm1216004","Andrew Bujalski","1977","\N","director,writer,actor","tt0446747,tt6859352,tt0327753,tt2007360"
"2994400","nm1216189","Court Crandall","\N","\N","writer,director,producer","tt15131130,tt1967689,tt0474865,tt0302886"
"2997499","nm1216495","Fumihiko Sori","\N","\N","visual_effects,director,writer","tt5607028,tt1606595,tt0328258,tt0120338"
"2998094","nm1216554","David Gleeson","1966","\N","writer,director,producer","tt0377701,tt3361792,tt0488121,tt3339680"
"2998972","nm1216642","Cully Hamner","1969","\N","writer,animation_department,art_department","tt0113749,tt1124308,tt1245526,tt1821694"
"3000018","nm1216753","Gary Hustwit","\N","\N","producer,director,camera_department","tt8423080,tt8210026,tt0847817,tt0237968"
"3003122","nm1217079","Gail Carson Levine","1947","\N","actress,writer","tt0458360,tt0327679"
"3004195","nm1217190","Adam Mansbach","\N","\N","writer,producer,actor","tt2375757,tt5477566,tt2201155,tt1929255"
"3004551","nm1217227","Frances Mayes","1940","\N","writer","tt0165001,tt7882810,tt0328589,tt14971766"
"3007377","nm1217518","Wes Orshoski","\N","\N","director,producer,camera_department","tt4379220,tt3512486,tt1236472"
"3014866","nm1218281","Jon Watts","1981","\N","director,producer,writer","tt1717499,tt0203119,tt3813310,tt2250912"
"3019502","nm1218757","Keir O'Donnell","1978","\N","actor,writer,producer","tt2179136,tt5144174,tt2802850,tt0396269"
"3027531","nm1219582","Todd Weinger","\N","\N","script_department,miscellaneous,writer","tt0245562,tt0425637,tt0245803,tt0338337"
"3029034","nm1219736","Craig Kyle","1971","\N","writer,producer,miscellaneous","tt0800080,tt3501632,tt0800369,tt0371746"
"3031170","nm1219963","David Moreau","1976","\N","writer,director,assistant_director","tt0406759,tt0465203,tt0330021,tt3838034"
"3032907","nm1220140","James Watkins","1978","\N","director,writer,producer","tt6271042,tt1020530,tt2368619,tt1596365"
"3033969","nm1220246","Bala","\N","\N","writer,director,producer","tt0265730,tt0376076,tt2542406,tt1379228"
"3034786","nm1220329","Olivia Bohnhoff Harris","1976","\N","writer,producer,director","tt1785355,tt0386464,tt1429045,tt0323120"
"3035125","nm1220363","William B. Breuer","\N","\N","writer,miscellaneous","tt1229946,tt0326905"
"3045300","nm1221396","Achala Nagar","\N","\N","writer,actress","tt0337578,tt0429541,tt0247910,tt0158827"
"3046061","nm12214711","Suman Ankur","\N","\N","writer","tt9569610"
"3046062","nm12214712","Khandelwal Shashank","\N","\N","writer","tt9569610"
"3047706","nm1221634","Justin Rhodes","1980","\N","writer,editor,director","tt8688550,tt1087521,tt6450804,tt3510712"
"3054097","nm12222824","Julia Kogan","\N","\N","writer","tt4136084"
"3055462","nm1222421","Trevor Wall","\N","\N","director,art_department,animation_department","tt1747905,tt0318233,tt6688750,tt0381772"
"3061371","nm1223023","Nikki Reed","1988","\N","actress,producer,soundtrack","tt0328538,tt1324999,tt1099212,tt1325004"
"3063981","nm1223294","Homi Adajania","\N","\N","director,writer,actor","tt0412308,tt2168910,tt3142688,tt5542802"
"3064831","nm1223381","Andrés Baiz","\N","\N","director,producer,writer","tt0473697,tt2462750,tt1059196,tt1772250"
"3070083","nm1223910","Sujoy Ghosh","1966","\N","writer,director,producer","tt0347278,tt8130968,tt1821480,tt1227762"
"3073835","nm1224299","Rob Letterman","\N","\N","writer,director,producer","tt1320261,tt5884052,tt0892782,tt0307453"
"3079595","nm1224879","Pradeep Sarkar","1955","\N","director,writer,producer","tt5669082,tt0985636,tt3495000,tt0437407"
"3089482","nm1225921","Liz W. Garcia","1977","\N","producer,writer,miscellaneous","tt9340526,tt2265534,tt0368479,tt5817022"
"3090880","nm1226069","John Stalberg Jr.","\N","\N","director,writer,producer","tt0116253,tt2109225,tt8563452,tt1294215"
"3091113","nm12260927","Erdem Can","\N","\N","director,writer","tt13909660,tt1171701,tt11167818"
"3091242","nm1226108","Alice Wu","1970","\N","director,writer,editor","tt0384504,tt7488208,tt0337188,tt9683478"
"3092961","nm1226290","Sung-su Kim","1961","\N","director,producer,writer","tt0275083,tt2351310,tt0381716,tt5918028"
"3097096","nm1226735","Damian Shannon","\N","\N","writer,producer,director","tt0758746,tt0248845,tt1469304,tt0329101"
"3097107","nm1226736","Robert Souza","\N","\N","miscellaneous,writer,producer","tt16113748,tt0279331,tt0329717,tt0368479"
"3097118","nm1226737","Mark Swift","\N","\N","writer,producer,miscellaneous","tt1469304,tt0758746,tt0329101,tt2126361"
"3098435","nm1226871","Wes Ball","1980","\N","art_department,director,visual_effects","tt4500922,tt11389872,tt4046784,tt1790864"
"3099987","nm1227045","Robert Brener","\N","\N","writer,producer","tt0329028"
